ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
29315,Stefano Donagrandi,M,29.0,184.0,74.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 10,000 metres",
102503,Orlando Rosa,M,28.0,175.0,89.0,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Middleweight, Freestyle",
108743,Kurt Sepp,M,28.0,173.0,76.0,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
74423,Roger Mangin,M,24.0,183.0,75.0,France,FRA,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Skeet,
64253,Petra Kronberger,F,22.0,170.0,62.0,Austria,AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Downhill,
118990,Omar Tebakka,M,23.0,,,France,FRA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Middleweight,
14069,Baghdad Bounedjah,M,24.0,189.0,75.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
79395,Jean Michel,M,,,,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",
43066,Stefan Grodzicki,M,25.0,184.0,73.0,Poland,POL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",
112695,Sven Anders Sderberg,M,22.0,193.0,94.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,
46666,Patrick Hausding,M,19.0,180.0,77.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Synchronized Platform,Silver
66296,Per Fredric Landelius,M,39.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot, Team",Silver
39928,Khaled Murad Ghaloum,M,22.0,185.0,115.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Hammer Throw,
17148,Elisa Isabel Cabello Olivero,F,19.0,159.0,48.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
14394,Megan Bozek,F,22.0,173.0,77.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
59784,Kim Byeong-Seon,M,19.0,,,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Men's Volleyball,
57735,Monika Karsch,F,33.0,158.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
92815,"Erecthe Bibiena Mlanie Marie ""Bienna"" Plgry (-Boiteux)",F,24.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
20658,Suzu Chiba,F,20.0,170.0,58.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,
127522,"Zsuzsanna ""Zsuzsa"" Vrs",F,23.0,172.0,60.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,
90808,Bengt Carl-Axel Alvar Palm,M,19.0,172.0,57.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,
18021,Antoine Andr Auguste Capelle,M,20.0,,,France,FRA,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",
73737,Kacper Majchrzak,M,23.0,190.0,87.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
66623,Dmitry Moiseyevich Lapkes,M,32.0,181.0,79.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",
50227,Lauren Hough,F,23.0,167.0,56.0,United States,USA,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",
130033,Stephanie White-Arnold,F,26.0,167.0,63.0,United States,USA,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Individual,
67759,Pavel Serafimovich Lednyov,M,37.0,184.0,80.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
45133,"Francesca Jean ""Fran"" Halsall",F,26.0,172.0,64.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
121599,Sabeur Al-Trabelsi,M,20.0,179.0,87.0,Tunisia,TUN,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
34425,Giunio Fedreghini,M,,,,Italy,ITA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Sabre, Individual",
123743,Quinto Vadi,M,30.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,
112545,"Christopher Doyle ""Chris"" Snelling",M,18.0,175.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
8268,Mona Barthel,F,22.0,185.0,75.0,Germany,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,
64709,Julius Khn,M,23.0,198.0,110.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
107534,Diana Schrder,F,17.0,163.0,46.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,
20734,Patrick Chila,M,22.0,180.0,73.0,France-1,FRA,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,
22837,Annelies Cook,F,29.0,168.0,56.0,United States,USA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,
84381,Akinori Nakayama,M,25.0,163.0,59.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,Gold
56105,Bent Jrgensen,M,27.0,180.0,83.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
33638,Fabiana Marcelino Claudino,F,23.0,193.0,76.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
108889,Manuel A. Serrano,M,22.0,177.0,79.0,Puerto Rico,PUR,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,
129840,Eva-Karin Maria Westin (-Sjmling),F,25.0,174.0,72.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 15 kilometres,
72705,Tamara Alekseyevna Lyukhina-Zamotaylova,F,21.0,156.0,50.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
11710,Ion Brldeanu,M,21.0,187.0,87.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
117542,"Istvn Szivs, Sr.",M,36.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Gold
51626,Ali Idir,M,21.0,162.0,62.0,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Extra-Lightweight,
124911,"Antje Elisabeth ""Anne"" van Schuppen",F,35.0,177.0,55.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon,
47502,Tibor Helyi,M,25.0,186.0,78.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
29504,Dorjiin Enkhbaatar,M,26.0,150.0,52.0,Mongolia,MGL,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Flyweight,
38145,Simone Galli,M,27.0,180.0,80.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,
23298,Lzaro Costa Mndez,M,19.0,188.0,76.0,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,
54217,Zoltn Jelenffy-Tth von Csejthe,M,35.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",
26310,Jos Guadalupe de la Torre Gonzlez,M,35.0,,,Mexico,MEX,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
102880,Arthur Dale Rothrock,M,34.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
130567,Christa Lee Williams,F,22.0,172.0,72.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
101920,Andr Joseph Roffi Farrade,M,,,,France,FRA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Marathon,
60319,Kim Yeon-Beom,M,29.0,170.0,58.0,South Korea,KOR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,
14725,"Velichko ""Velko"" Bratanov",M,23.0,170.0,68.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,
16611,Lynn Edythe Burke (-McConville),F,17.0,173.0,61.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
128452,Wang Haibin,M,30.0,185.0,83.0,China,CHN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",
13653,Attila Borsos,M,26.0,184.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,
74036,Holger Maletz,M,20.0,,,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Pairs,
102923,Edmond Roudnitska,M,21.0,184.0,75.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,
31875,Elif Eki,F,29.0,168.0,59.0,Turkey,TUR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,
124901,Theunis Jacobus van Schalkwyk,M,22.0,,,South Africa,RSA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,Silver
90119,Oscar Ouma Achieng,M,27.0,186.0,105.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
129496,Mark Rhys Weldon,M,24.0,,,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
7490,gnes Bnfai,F,21.0,159.0,52.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,
35027,Beatriz Ferrer-Salat Serra de Migui,F,38.0,176.0,58.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
123098,Raimundas Udrakis,M,23.0,172.0,67.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",
31875,Elif Eki,F,25.0,168.0,59.0,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,
12766,Wendy Lou Lansbach Boglioli,F,21.0,180.0,64.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
64029,Lothar Michael Krieg,M,20.0,180.0,73.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
77669,Anton Sveinn McKee,M,22.0,183.0,84.0,Iceland,ISL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
67374,Charles Downing Lay,M,58.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Silver
16424,Darren Bundock,M,29.0,180.0,70.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Multihull,Silver
34656,Mihaela Alina Fera (-Egan),F,17.0,169.0,64.0,Romania,ROU,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Super G,
6551,Gerd Bachmann,M,29.0,185.0,100.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
92595,"James Douglas ""Doug"" Peden",M,20.0,183.0,86.0,Canada,CAN,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
98121,Joachim Rademacher,M,21.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
103519,Reijo Juhani Ruotsalainen,M,27.0,173.0,79.0,Finland,FIN,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
35094,Angelos Fetsis,M,,,,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",
122472,Semir Tuce,M,24.0,186.0,86.0,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
62224,Crlos Koller V.,M,21.0,,,Chile,CHI,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",
107049,Peter Schmid,M,25.0,,,Switzerland,SUI,1924 Winter,1924,Winter,Chamonix,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
78322,Otto Meixner,M,,,,Austria,AUT,1906 Summer,1906,Summer,Athina,Cycling,Cycling Men's 333 metres Time Trial,
47823,Lina Herasymenko,F,21.0,,,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Team,
89220,"Nkemdilim ""Mary"" Onyali-Omagbemi",F,24.0,168.0,54.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 200 metres,
35548,Renate Fischer-Khler,F,24.0,164.0,56.0,East Germany,GDR,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,
34895,Dolores Fernndez Ochoa,F,17.0,170.0,62.0,Spain,ESP,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
113368,Jos Manuel Jenaro Soto Delgado,M,22.0,164.0,62.0,Costa Rica,CRC,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,
6855,Bai Qiuming,M,19.0,173.0,70.0,China,CHN,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,
64416,Jerzy Andrzej Krua,M,28.0,176.0,70.0,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,
45394,Oscar Bror Emanuel Hamrn,M,20.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,
104442,Sachiko Saito (-Yobekura),F,21.0,156.0,54.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Speed Skating,"Speed Skating Women's 1,500 metres",
78953,Knud Nielsen Merrild,M,29.0,175.0,,Denmark,DEN,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Painting,
117100,Patrick John Sweeney,M,36.0,157.0,50.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Bronze
61176,Joe Klemeni,M,21.0,171.0,64.0,Yugoslavia,YUG,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
106273,uro Savinovi,M,26.0,192.0,91.0,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,
97780,Qiu Haitao,F,27.0,170.0,62.0,China,CHN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,
27334,Vincenzo Pietro Dell'Oro,M,20.0,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Flyweight,
89072,Thierry Omeyer,M,39.0,192.0,93.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
31537,Inna Liubomirova Eftimova,F,20.0,168.0,57.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 200 metres,
44765,Alfred Hagn,M,23.0,178.0,74.0,West Germany,FRG,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Downhill,
14432,Elisa Bozzo,F,29.0,170.0,58.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,
47328,"James Anthony ""Jim"" Heiring",M,32.0,187.0,67.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,
17237,Albert Cadot,M,,,,LaBandera,FRA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,
64385,Simona Krupeckait,F,21.0,170.0,70.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,
57059,Nikolay Andreyevich Kamensky,M,32.0,167.0,68.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
67402,Reka Zsofia Lazr-Szabo,F,29.0,168.0,58.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",Silver
58797,Istvn Kerek,M,23.0,160.0,67.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Lightweight,
33101,Juan Enrique Escalas Bestard,M,20.0,186.0,77.0,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,
101364,Lawson Robertson,M,20.0,183.0,68.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 60 metres,
41841,Peter Gorewski,M,32.0,172.0,72.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
87433,Carlos Arthur Nuzman,M,22.0,185.0,78.0,Brazil,BRA,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,
133109,"Janice-Lee ""Jan"" York-Romary",F,29.0,169.0,58.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Women's Foil, Individual",
74811,Maurizio Marchetto,M,23.0,169.0,62.0,Italy,ITA,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,500 metres",
22907,Eswort Lorenzo Brian Coombs,M,23.0,187.0,74.0,Saint Vincent and the Grenadines,VIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
56854,"Alfred ""Fredel"" Klin",M,23.0,169.0,67.0,Switzerland,SUI,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
122918,Emma Twigg,F,21.0,182.0,76.0,New Zealand,NZL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Single Sculls,
43123,Timo Tapio Grnlund,M,26.0,176.0,78.0,Finland,FIN,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
3977,Nils Peter Andersson,M,25.0,190.0,92.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
41722,Harold Goodworth,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,
60657,Gunar Kirchbach,M,24.0,184.0,82.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",
92645,Jon Dalgaard Pedersen,M,47.0,178.0,70.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",
51089,Oliver Stanford Hunter,M,,,,Guyana,GUY,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
98440,Marjorie Raistrick-Carter,F,18.0,163.0,57.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
54337,Arne Preben Jensen,M,28.0,170.0,59.0,Denmark,DEN,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
93046,Vane Hungerford Pennell,M,31.0,176.0,,Great Britain,GBR,1908 Summer,1908,Summer,London,Racquets,Racquets Men's Singles,
96635,"Katrina Maree ""Triny"" Powell",F,24.0,157.0,54.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
80290,Yelena Miroshina,F,18.0,142.0,32.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Diving,Diving Women's Platform,Silver
48456,Kalervo Johannes Hietala,M,25.0,,,Finland,FIN,1964 Winter,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 10,000 metres",
130351,Henri Jacob Marie Wijnoldy-Danils,M,38.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Team",
131370,Gert Heinrich Wollheim,M,33.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",
126326,Pencho Vichev,M,27.0,179.0,80.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Shooting,Shooting Mixed Trap,
46321,Edgar Hartung,M,19.0,187.0,80.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
119524,Carl Gustav Thaulow,M,36.0,,,Magda IX,NOR,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Gold
96473,Dan Nicolae Potra,M,26.0,173.0,67.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,
51723,Samuel Igun,M,34.0,176.0,76.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,
34095,Brian A. Farlow,M,19.0,185.0,75.0,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,
50500,Ladislav Hrub,M,29.0,177.0,72.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
56725,Walter Kaitna,M,37.0,,,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,
128339,Anne Walton,F,16.0,172.0,66.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,
66064,Sham Lal,M,,,,India,IND,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,
92943,Hugo Antonio Pea Segura,M,32.0,168.0,68.0,Guatemala,GUA,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,
121021,Vincenzo Tondo,M,39.0,164.0,70.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",
69117,Amaury Raymond Leveaux,M,22.0,202.0,88.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
66494,Keith Langley,M,23.0,173.0,70.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,
52649,Yury Vasilyevich Istomin,M,28.0,169.0,71.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze
118072,Mohammad Talaei,M,27.0,163.0,62.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",
1993,Hajar Saeed Saad Sowaid Al-Khaldi,F,21.0,160.0,45.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,
73869,"James Clifford ""Jim"" Maki",M,25.0,175.0,73.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
83947,Sofia Mystrioti,F,22.0,,,Greece,GRE,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
126787,Roman Erikovich Virolaynen,M,20.0,185.0,80.0,Belarus,BLR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
103630,Ronald E. Russell,M,22.0,182.0,73.0,United States Virgin Islands,ISV,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
97696,Janusz Gerard Pyciak-Peciak,M,31.0,171.0,68.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,
15700,Hans Brugman,M,27.0,172.0,66.0,Netherlands,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
109585,Alison Sheppard,F,19.0,176.0,65.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,
79875,Samuel Bode Miller,M,24.0,188.0,91.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,
69879,Alan William Lillington,M,19.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
63237,"Gottfried ""Gpf"" Kottmann",M,27.0,186.0,90.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,
31214,Alfred William Ebanks,M,30.0,188.0,79.0,Cayman Islands,CAY,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",
102441,Sean Michael Rooney,M,29.0,206.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
44136,Karel Gut,M,24.0,,,Czechoslovakia,TCH,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,
109857,Nataliya Borisovna Shipilova,F,32.0,184.0,83.0,Russia,RUS,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,
127146,Arkhontoula Volakaki,F,25.0,170.0,60.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,
58662,Antti-Jussi Kemppainen,M,24.0,175.0,72.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,
663,Sharath Kamal Achanta,M,34.0,186.0,85.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
128562,Wang Shipeng,M,29.0,196.0,93.0,China,CHN,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
22570,Nadia Elena Comneci (-Conner),F,14.0,162.0,45.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,Gold
52299,Ermanno Ioriatti,M,26.0,185.0,80.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,Speed Skating Men's 500 metres,
58015,Jzsef Katona,M,18.0,176.0,76.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,
85712,Marcel Van Minh Phuc Long Nguyen,M,28.0,165.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
